,userId,Reputation,Views,UpVotes,DownVotes,PostTypeId,Score,ViewCount,CommentCount,Outlier
3462,5494,814,46,68,18,2,3,0,1,Views
3463,5495,30,13,3,0,2,3,0,2,Views
3464,5496,28,12,0,0,2,7,0,1,Views
3465,5497,54,12,2,0,2,3,0,2,Views
3469,5501,136,12,3,0,2,7,0,0,Views
3471,5503,437,63,177,0,1,3,246,4,Views
3472,5504,176,12,1,0,1,4,953,1,Views
3473,5505,113,15,218,0,2,0,0,3,Views
3474,5507,148,23,1,0,2,4,0,3,Views
3476,5509,1403,323,161,7,2,4,0,6,Views
3479,5512,108,12,1,0,2,0,0,0,Views
3480,5513,153,16,31,0,2,1,0,0,Views
3486,5522,72,26,0,0,2,3,0,7,Views
3488,5525,113,8,3,0,1,5,2159,1,Views
3495,5535,133,10,9,0,2,1,0,0,Views
3496,5536,244,9,10,0,2,1,0,0,Views
3498,5539,267,34,16,0,2,2,0,0,Views
3501,5544,683,38,55,2,2,3,0,2,Views
3503,5546,482,70,4,0,2,1,0,0,Views
3506,5549,170,15,8,0,2,1,0,1,Views
3510,5555,111,14,3,0,1,0,101,0,Views
3515,5560,101,29,37,0,1,2,216,2,Views
3516,5561,539,58,39,0,2,4,0,1,Views
3517,5563,35,10,0,0,1,1,1081,4,Views
3525,5573,371,75,72,4,1,5,410,2,Views
3526,5574,138,18,1,0,2,1,0,0,Views
3538,5588,116,9,4,0,2,2,0,1,Views
3541,5594,2091,233,2923,14,2,3,0,0,Views
3542,5597,138,12,35,0,1,20,342,1,Views
3556,5615,218,15,0,0,2,5,0,0,Views
3557,5617,186,15,2,0,1,9,15051,3,Views
3558,5618,197,15,14,0,2,7,0,3,Views
3564,5626,21,9,0,0,2,2,0,0,Views
3565,5627,114,9,1,0,2,1,0,1,Views
3566,5628,116,12,2,0,2,7,0,3,Views
3573,5635,208,18,28,0,2,5,0,5,Views
3576,5641,226,30,15,0,2,3,0,1,Views
3578,5645,101,10,3,0,2,4,0,1,Views
3579,5646,229,10,57,0,2,3,0,3,Views
3580,5647,97,56,0,0,1,2,939,0,Views
3586,5654,421,96,1,0,1,8,879,2,Views
3589,5657,16,16,1,0,2,4,0,2,Views
3590,5659,186,14,0,0,2,0,0,2,Views
3591,5661,126,8,1,0,2,2,0,0,Views
3594,5666,21,9,0,0,2,2,0,2,Views
3598,5672,18,8,0,0,2,1,0,0,Views
3600,5676,75,21,1,0,2,5,0,1,Views
3612,5691,133,13,1,0,1,3,1094,5,Views
3616,5695,176,20,11,0,2,1,0,1,Views
3617,5696,373,43,11,0,1,10,404,3,Views
3622,5705,176,12,6,0,2,1,0,1,Views
3623,5706,98,21,1,0,1,3,189,2,Views
3632,5716,8,17,0,0,2,3,0,0,Views
3639,5726,101,8,1,0,2,1,0,0,Views
3642,5729,414,67,15,5,2,2,0,2,Views
3649,5738,125,58,0,0,2,10,0,0,Views
3650,5739,15236,2252,705,16,2,1,0,0,Views
3659,5754,131,17,7,0,2,48,0,7,Views
3660,5755,140,24,2,0,2,6,0,0,Views
3667,5763,146,11,6,0,2,6,0,2,Views
3668,5764,446,77,20,0,2,3,0,0,Views
3669,5765,11,15,0,0,1,2,544,3,Views
3676,5773,31,9,0,0,2,40,0,2,Views
3678,5775,118,8,0,0,2,8,0,1,Views
3684,5781,104,34,0,0,2,2,0,0,Views
3693,5792,1053,166,0,0,1,3,758,0,Views
3694,5793,281,36,3,0,2,4,0,3,Views
3695,5795,452,58,152,0,2,1,0,1,Views
3701,5806,101,21,0,0,2,3,0,0,Views
3702,5808,105,24,4,0,1,5,2454,0,Views
3713,5825,23,25,1,0,2,5,0,5,Views
3717,5829,2452,199,242,4,2,0,0,0,Views
3719,5832,477,65,4,0,2,4,0,0,Views
3723,5836,11489,1319,683,18,1,7,636,5,Views
3724,5837,754,74,28,0,2,2,0,1,Views
3740,5860,123,13,1,0,2,2,0,0,Views
3742,5862,4546,361,201,2,2,6,0,3,Views
3744,5864,549,105,40,1,2,1,0,1,Views
3745,5865,73,12,3,0,2,3,0,0,Views
3750,5871,111,18,17,0,2,3,0,4,Views
3759,5880,603,98,67,0,1,7,736,0,Views
3760,5881,21,16,0,0,2,14,0,2,Views
3763,5887,46,9,0,0,1,8,275,2,Views
3768,5893,211,17,0,0,1,10,602,2,Views
3778,5905,32,16,0,0,2,9,0,2,Views
3779,5907,162,66,3,0,2,1,0,0,Views
3791,5921,70,19,2,0,2,9,0,1,Views
3792,5923,123,12,10,0,2,8,0,5,Views
3794,5926,56,16,0,0,1,9,4810,3,Views
3797,5931,228,34,13,0,2,4,0,0,Views
3798,5932,206,9,4,0,2,6,0,0,Views
3800,5935,136,10,3,0,1,10,4279,0,Views
3801,5936,156,30,0,0,2,9,0,2,Views
3804,5940,1,8,0,0,2,16,0,1,Views
3809,5946,311,36,17,1,2,4,0,2,Views
3811,5949,11,50,0,0,2,4,0,1,Views
3819,5959,101,14,48,0,2,2,0,0,Views
3822,5962,31,13,0,0,1,8,864,9,Views
3823,5963,23,10,0,0,2,0,0,2,Views
3826,5969,178,18,1,0,1,8,1188,7,Views
3829,5972,16,10,0,0,1,6,546,2,Views
3830,5973,11,8,0,0,2,3,0,6,Views
3834,5977,41,9,3,0,2,0,0,3,Views
3838,5989,26,18,3,0,2,7,0,4,Views
3840,5992,118,9,0,0,2,7,0,4,Views
3845,6000,1200,94,53,1,2,0,0,1,Views
3847,6003,295,18,7,0,2,2,0,0,Views
3851,6009,61,12,0,0,2,5,0,5,Views
3853,6015,425,23,72,0,2,12,0,1,Views
3858,6024,106,10,0,0,1,5,164,1,Views
3863,6029,5837,638,3481,40,2,2,0,0,Views
3870,6040,65,19,1,0,2,4,0,1,Views
3871,6042,123,15,1,0,1,3,620,4,Views
3872,6043,81,16,0,0,2,2,0,2,Views
3881,6054,321,9,0,0,2,1,0,0,Views
3883,6056,83,12,0,0,1,3,652,0,Views
3885,6058,101,9,0,0,2,3,0,0,Views
3888,6061,141,16,0,0,1,6,108,3,Views
3894,6072,365,73,13,3,2,9,0,0,Views
3897,6076,176,51,15,0,1,0,600,0,Views
3898,6078,166,18,24,1,1,2,353,2,Views
3900,6082,1815,265,106,3,2,4,0,3,Views
3901,6087,78,16,0,0,2,1,0,3,Views
3907,6096,719,321,113,2,1,5,182,1,Views
3909,6100,101,8,2,0,2,4,0,5,Views
3910,6101,16,9,0,0,1,2,348,1,Views
3912,6103,165,26,7,0,2,14,0,3,Views
3913,6104,13,10,0,0,1,4,4122,6,Views
3928,6124,101,28,0,0,2,4,0,1,Views
3929,6125,101,20,2,0,2,4,0,2,Views
3930,6126,101,16,1,0,2,1,0,1,Views
3933,6129,951,94,99,0,2,1,0,3,Views
3937,6133,116,13,3,0,1,3,408,0,Views
3943,6139,16,23,0,0,1,7,1008,1,Views
3949,6146,169,13,3,0,1,4,626,0,Views
3951,6149,146,17,1,0,2,2,0,2,Views
3952,6152,101,11,0,0,1,4,1386,0,Views
3953,6153,96,32,8,0,2,3,0,1,Views
3955,6155,36,9,0,0,1,13,7619,3,Views
3962,6169,436,24,74,0,1,7,627,1,Views
3965,6174,213,34,9,0,2,2,0,5,Views
3968,6178,216,43,0,0,2,0,0,0,Views
3974,6185,109,13,0,0,2,5,0,11,Views
3979,6191,128,11,4,0,2,6,0,3,Views
3980,6192,131,24,7,0,2,5,0,7,Views
3988,6206,307,22,57,2,1,6,2700,0,Views
3990,6209,38,8,4,0,2,0,0,0,Views
4001,6226,101,12,5,0,1,3,586,7,Views
4017,6244,131,14,3,0,2,2,0,0,Views
4018,6245,85,38,3,0,1,4,220,0,Views
4019,6246,233,30,7,0,2,2,0,1,Views
4020,6248,1640,94,100,18,2,2,0,4,Views
4021,6249,6,14,0,0,2,2,0,0,Views
4040,6278,156,19,2,0,2,20,0,3,Views
4042,6281,138,51,3,0,1,2,2450,1,Views
4044,6285,26,9,0,0,2,0,0,0,Views
4046,6287,61,9,0,0,1,3,545,0,Views
4051,6292,155,20,7,0,2,3,0,1,Views
4056,6300,169,19,23,0,2,3,0,0,Views
4057,6301,196,14,4,0,2,17,0,1,Views
4079,6327,156,14,12,0,2,2,0,0,Views
4081,6329,624,44,91,0,1,6,1734,0,Views
4094,6345,26,11,0,0,2,3,0,0,Views
4096,6348,153,12,4,0,2,9,0,4,Views
4097,6351,6,24,0,0,2,14,0,4,Views
4100,6355,292,39,3,0,1,2,648,1,Views
4114,6369,515,111,120,7,2,4,0,3,Views
4128,6386,128,10,11,0,2,3,0,0,Views
4129,6387,66,25,0,0,1,5,551,0,Views
4148,6411,185,8,28,0,2,3,0,0,Views
4149,6412,182,28,13,0,1,3,812,4,Views
4151,6415,73,9,0,0,2,4,0,2,Views
4163,6427,21,12,0,0,2,1,0,0,Views
4167,6432,234,43,91,0,2,5,0,0,Views
4169,6434,467,48,11,0,2,1,0,0,Views
4176,6446,1396,117,93,0,2,7,0,2,Views
4182,6454,118,14,79,0,1,3,1652,0,Views
4185,6458,148,17,2,0,2,6,0,2,Views
4193,6469,121,10,0,0,1,9,3110,0,Views
4200,6476,840,31,0,0,2,16,0,3,Views
4202,6479,203,23,16,0,2,4,0,1,Views
4207,6484,658,16,4,0,1,2,573,7,Views
4212,6489,511,356,33,3,2,0,0,1,Views
4216,6494,123,8,0,0,2,2,0,1,Views
4218,6497,123,12,7,0,2,0,0,3,Views
4231,6512,55,8,25,0,2,8,0,2,Views
4251,6534,183,32,8,0,1,7,23465,0,Views
4260,6544,136,8,2,0,1,7,2420,0,Views
4265,6552,1453,241,111,3,2,3,0,3,Views
4267,6554,236,9,0,0,1,5,177,1,Views
4272,6559,133,13,6,0,2,0,0,5,Views
4277,6564,111,11,0,0,2,7,0,2,Views
4279,6566,26,8,0,0,2,4,0,0,Views
4284,6575,354,58,28,1,1,5,341,0,Views
4285,6577,470,64,93,1,1,2,314,0,Views
4287,6579,506,55,298,0,1,3,697,0,Views
4291,6583,31,8,1,0,2,1,0,0,Views
4297,6592,156,9,1,0,1,4,199,0,Views
4299,6595,63,10,0,0,2,0,0,2,Views
4301,6597,194,538,4,0,2,1,0,1,Views
4312,6609,175,12,6,0,1,6,1010,1,Views
4313,6610,60,8,5,0,2,23,0,6,Views
4325,6624,190,16,11,0,1,6,700,0,Views
4326,6627,128,8,2,0,2,2,0,0,Views
4328,6630,117,10,0,0,1,9,621,1,Views
4333,6637,890,61,43,0,1,3,601,0,Views
4336,6640,741,171,36,1,1,1,434,0,Views
4338,6642,136,12,23,0,1,6,263,11,Views
4344,6648,305,38,3,1,1,2,159,0,Views
4345,6649,148,24,53,0,2,5,0,1,Views
4353,6657,116,8,8,0,2,1,0,4,Views
4356,6664,300,11,26,0,1,7,1337,0,Views
4357,6665,176,10,0,0,2,2,0,0,Views
4358,6666,941,104,22,0,2,4,0,8,Views
4362,6670,56,9,2,0,1,6,1588,1,Views
4365,6674,20,9,6,0,2,8,0,0,Views
4402,6720,273,18,3,0,1,6,1066,1,Views
4405,6723,821,98,32,2,1,4,2873,5,Views
4407,6725,451,19,8,0,1,3,114,2,Views
4429,6750,267,52,36,1,2,3,0,1,Views
4437,6761,141,9,1,0,2,2,0,8,Views
4442,6768,776,43,0,0,2,0,0,0,Views
4451,6781,163,16,4,0,2,11,0,4,Views
4453,6783,142,21,12,0,1,1,88,5,Views
4461,6793,573,59,66,1,2,2,0,0,Views
4482,6814,80,19,40,2,1,9,2823,5,Views
4485,6818,16,8,0,0,2,2,0,1,Views
4493,6827,180,21,3,0,1,4,2417,1,Views
4494,6828,355,19,6,2,2,2,0,1,Views
4495,6829,318,63,0,0,2,4,0,0,Views
4500,6834,94,9,1,0,1,7,243,0,Views
4507,6842,118,8,0,0,2,2,0,0,Views
4508,6844,122,43,6,0,2,1,0,2,Views
4509,6845,553,28,22,3,2,3,0,0,Views
4512,6850,33,8,4,0,2,5,0,1,Views
4516,6854,128,12,1,0,2,1,0,0,Views
4518,6858,147,10,3,0,2,7,0,6,Views
4520,6861,196,17,19,0,2,2,0,0,Views
4522,6863,176,12,0,0,2,2,0,0,Views
4523,6864,101,33,1,0,2,2,0,0,Views
4524,6866,195,23,14,0,2,2,0,0,Views
4525,6867,230,16,34,0,1,1,1030,1,Views
4530,6872,121,9,3,0,2,2,0,0,Views
4533,6875,276,50,8,0,2,1,0,0,Views
4535,6877,429,38,19,0,2,10,0,4,Views
4537,6879,2,8,0,0,2,2,0,1,Views
4541,6884,592,83,148,0,2,4,0,2,Views
4552,6895,200,21,9,0,2,2,0,0,Views
4554,6897,1178,334,454,27,1,5,502,0,Views
4561,6908,29,11,0,0,2,2,0,0,Views
4568,6917,462,52,97,1,2,1,0,0,Views
4571,6920,1299,385,165,2,1,23,2914,1,Views
4572,6921,166,10,1,0,2,8,0,0,Views
4577,6926,16,8,0,0,2,6,0,1,Views
4578,6927,161,16,0,0,1,8,566,6,Views
4579,6929,356,50,2,0,2,2,0,1,Views
4580,6930,86,13,0,0,2,0,0,0,Views
4590,6941,178,26,8,0,2,7,0,4,Views
4595,6946,252,29,34,1,1,6,1137,6,Views
4605,6957,208,13,29,1,2,6,0,0,Views
4609,6961,2413,266,152,11,2,2,0,1,Views
4612,6965,172,28,14,0,2,2,0,0,Views
4614,6967,441,148,2,0,1,2,452,5,Views
4617,6971,141,8,9,0,1,3,159,0,Views
4619,6973,51,8,0,0,2,7,0,3,Views
4622,6976,170,8,0,0,1,10,514,6,Views
4623,6977,261,22,11,0,2,10,0,5,Views
4625,6979,138,14,1,0,2,1,0,12,Views
4639,6993,591,64,19,0,2,5,0,2,Views
4648,7008,158,39,22,0,2,11,0,5,Views
4654,7015,141,14,1,0,1,2,1017,0,Views
4665,7037,76,14,4,0,2,4,0,0,Views
4666,7038,220,14,7,0,2,4,0,1,Views
4668,7040,168,10,1,0,1,3,3463,2,Views
4670,7042,171,9,0,0,2,3,0,2,Views
4673,7046,158,8,24,0,2,3,0,3,Views
4678,7052,101,12,0,0,2,2,0,0,Views
4687,7064,254,40,6,0,2,5,0,1,Views
4688,7066,61,14,0,0,2,1,0,7,Views
4693,7071,7663,878,550,21,2,10,0,5,Views
4704,7086,87,33,4,0,2,5,0,5,Views
4713,7099,226,19,3,0,2,7,0,3,Views
4716,7102,186,9,0,0,1,4,590,2,Views
4724,7112,41,10,0,0,1,14,6973,3,Views
4729,7119,192,17,13,0,2,4,0,0,Views
4732,7122,143,9,0,0,2,3,0,0,Views
4737,7127,225,12,27,0,2,4,0,0,Views
4738,7128,183,11,6,0,1,4,360,3,Views
4745,7135,213,36,61,1,2,2,0,0,Views
4747,7138,273,19,17,0,2,5,0,0,Views
4750,7141,221,10,24,0,1,6,179,18,Views
4752,7146,145,27,22,0,1,11,967,10,Views
4757,7151,136,9,2,0,2,1,0,2,Views
4764,7159,123,14,11,0,1,3,459,4,Views
4771,7169,331,33,10,0,2,3,0,2,Views
4772,7170,589,32,106,0,2,1,0,2,Views
4774,7172,577,34,37,3,1,2,144,5,Views
4780,7179,84,9,1,0,1,2,109,1,Views
4785,7188,56,18,14,0,2,2,0,3,Views
4791,7194,179,13,13,0,2,1,0,3,Views
4796,7199,1006,53,9,0,2,13,0,2,Views
4813,7219,123,9,1,0,2,49,0,5,Views
4816,7224,5430,1604,463,63,1,89,13094,10,Views
4824,7234,21,15,0,0,2,5,0,0,Views
4828,7239,29,9,0,0,1,1,966,1,Views
4832,7244,832,80,47,2,1,6,1818,0,Views
4837,7250,6216,338,625,56,1,6,4159,2,Views
4838,7251,314,37,30,0,1,5,390,0,Views
4841,7255,317,34,9,0,2,7,0,6,Views
4843,7258,32,20,16,0,1,4,127,2,Views
4844,7259,429,32,14,0,1,4,1434,3,Views
4846,7261,168,25,3,0,1,14,8861,1,Views
4864,7282,245,18,8,1,2,3,0,3,Views
4868,7287,165,9,2,0,2,3,0,2,Views
4871,7290,37083,5554,8641,125,2,1,0,1,Views
4872,7291,164,10,100,0,2,1,0,2,Views
4883,7304,61,8,0,0,2,9,0,1,Views
4884,7306,170,13,6,0,2,9,0,3,Views
4888,7311,141,13,5,0,2,0,0,1,Views
4899,7329,153,20,9,0,2,4,0,0,Views
4903,7334,148,27,8,0,2,1,0,0,Views
4904,7335,113,11,1,0,2,3,0,1,Views
4905,7336,376,22,4,0,1,9,315,2,Views
4910,7343,126,14,0,0,1,4,447,0,Views
4911,7344,130,15,13,0,1,5,3407,2,Views
4917,7353,6,9,0,0,2,12,0,0,Views
4918,7354,121,13,6,0,2,3,0,0,Views
4919,7355,31,10,1,0,2,4,0,0,Views
4925,7362,191,13,6,1,1,2,1343,2,Views
4928,7365,3101,125,46,1,2,6,0,9,Views
4946,7386,31,8,0,0,6,0,0,3,Views
4952,7395,163,15,0,0,2,3,0,2,Views
4954,7397,607,70,64,3,2,2,0,0,Views
4961,7406,16,8,0,0,2,0,0,0,Views
4963,7409,129,15,198,2,2,8,0,3,Views
4964,7411,583,66,84,0,2,1,0,0,Views
4969,7417,173,9,3,0,2,5,0,2,Views
4971,7419,260,63,97,0,1,7,706,0,Views
4972,7420,188,15,59,0,2,2,0,0,Views
4975,7425,700,29,10,1,2,5,0,5,Views
4977,7429,126,20,4,0,1,1,2036,1,Views
4978,7432,131,8,5,0,1,3,3777,1,Views
4988,7448,229,27,200,3,2,10,0,2,Views
4990,7450,173,12,6,0,1,7,1834,4,Views
4994,7456,46,13,0,0,2,3,0,5,Views
4997,7459,196,11,4,0,2,10,0,11,Views
5000,7466,21,8,0,0,1,5,637,2,Views
5003,7469,146,23,8,0,2,4,0,1,Views
5005,7471,113,10,0,0,1,5,1954,0,Views
5007,7475,133,8,12,0,1,1,649,0,Views
5012,7480,128,20,0,0,2,1,0,0,Views
5013,7481,46,11,3,0,1,5,5394,1,Views
5014,7482,283,57,48,3,1,4,260,1,Views
5016,7485,18,8,0,0,1,1,187,8,Views
5023,7494,116,10,16,0,1,3,424,1,Views
5026,7497,1668,170,0,0,1,16,1992,1,Views
5039,7513,108,11,1,0,1,12,9426,0,Views
5040,7515,410,15,104,1,1,11,1143,1,Views
5042,7521,268,11,11,0,1,2,135,1,Views
5047,7529,381,9,22,0,2,8,0,2,Views
5053,7536,170,14,3,0,2,1,0,0,Views
5062,7546,152,45,8,0,1,7,408,1,Views
5066,7550,38,8,0,0,2,6,0,0,Views
5069,7555,11520,1101,460,11,1,4,2947,4,Views
5070,7556,397,45,29,0,2,4,0,3,Views
5071,7557,126,11,1,0,2,1,0,5,Views
5079,7570,31,10,1,0,2,0,0,0,Views
5085,7577,21,9,0,0,2,0,0,0,Views
5086,7578,111,11,0,0,2,5,0,1,Views
5094,7591,397,27,10,2,1,8,255,0,Views
5096,7594,111,9,0,0,1,1,327,5,Views
5097,7595,114,15,3,0,1,2,586,1,Views
5099,7600,55,10,2,0,2,2,0,2,Views
5102,7603,170,211,64,1,2,3,0,3,Views
5105,7608,6,11,0,0,2,7,0,2,Views
5106,7609,111,15,0,0,2,2,0,1,Views
5107,7610,121,38,0,0,1,14,3392,2,Views
5112,7615,43,8,6,0,2,4,0,0,Views
5113,7616,639,151,49,4,2,0,0,2,Views
5117,7620,604,56,84,4,1,2,238,1,Views
5131,7639,151,15,0,0,1,2,516,2,Views
5133,7641,193,9,6,0,2,1,0,1,Views
5136,7644,498,27,17,0,1,9,357,4,Views
5139,7647,661,74,1,0,1,1,382,3,Views
5150,7666,71,13,7,0,2,5,0,24,Views
5151,7667,227,14,5,0,2,1,0,1,Views
5155,7673,213,18,0,0,2,3,0,0,Views
5164,7685,124,72,47,0,2,8,0,0,Views
5169,7690,1033,34,18,0,2,1,0,2,Views
5182,7706,215,18,44,5,1,2,386,2,Views
5199,7734,374,54,8,0,1,20,840,0,Views
5201,7739,101,8,3,0,2,3,0,14,Views
5202,7741,249,25,2,2,2,0,0,0,Views
5205,7744,150,48,179,1,1,2,374,2,Views
5221,7770,28,15,0,0,2,3,0,4,Views
5235,7787,441,42,23,1,2,7,0,0,Views
5236,7788,1683,183,26,6,1,4,166,1,Views
5237,7789,248,31,15,0,2,7,0,1,Views
5241,7795,937,180,128,0,1,4,2143,1,Views
5246,7803,138,8,17,0,2,7,0,2,Views
5249,7806,101,11,0,0,2,7,0,3,Views
5257,7816,114,30,3,0,2,15,0,4,Views
5258,7817,296,100,20,3,1,6,144,4,Views
5266,7828,8635,666,49,110,2,13,0,1,Views
5273,7837,660,39,17,0,2,3,0,0,Views
5295,7870,126,16,4,0,2,4,0,1,Views
5297,7872,104,29,3,0,2,0,0,0,Views
5306,7882,36,20,0,0,1,5,716,0,Views
5307,7883,274,60,169,0,2,6,0,0,Views
5314,7891,118,17,3,0,1,3,110,2,Views
5329,7912,126,9,14,0,1,8,2804,6,Views
5333,7916,148,9,23,0,2,1,0,3,Views
5340,7925,39,11,2,0,1,11,875,3,Views
5343,7928,185,18,6,0,2,3,0,2,Views
5347,7933,118,8,2,0,2,71,0,9,Views
5350,7936,128,10,1,0,2,4,0,4,Views
5357,7945,211,24,6,0,2,4,0,12,Views
5359,7947,8,18,0,0,2,1,0,0,Views
5363,7952,136,8,2,0,1,14,4696,5,Views
5364,7953,101,15,0,0,2,17,0,2,Views
5370,7961,243,8,3,0,2,3,0,0,Views
5371,7962,111,14,4,0,2,2,0,0,Views
5372,7964,278,35,270,0,2,6,0,3,Views
5374,7967,11,8,0,0,2,11,0,3,Views
5375,7968,213,51,76,7,2,10,0,3,Views
5376,7970,208,16,4,0,2,1,0,1,Views
5378,7972,11631,1050,1230,187,1,6,254,1,Views
5380,7976,135,11,9,0,1,1,246,0,Views
5384,7980,111,14,0,0,2,0,0,3,Views
5389,7986,143,10,1,0,1,2,60,0,Views
5401,8004,76,13,0,0,2,4,0,10,Views
5403,8006,642,129,24,0,1,3,783,0,Views
5407,8010,241,17,0,0,1,3,402,2,Views
5409,8013,7972,662,108,6,1,7,621,2,Views
5414,8021,11,10,0,0,1,7,2196,7,Views
5422,8030,176,9,6,0,2,4,0,9,Views
5424,8033,168,63,5,0,1,4,2290,6,Views
5430,8041,405,30,42,5,1,2,524,3,Views
5440,8053,321,33,11,0,2,3,0,0,Views
5442,8055,9,15,0,0,1,11,5812,5,Views
5447,8065,178,11,1,0,1,0,118,2,Views
5449,8067,288,44,71,5,2,6,0,1,Views
5453,8071,37,8,0,0,1,28,143055,2,Views
5458,8076,4460,393,223,26,2,4,0,1,Views
5459,8077,129,19,51,1,2,29,0,0,Views
5467,8086,313,33,1,0,2,4,0,3,Views
5469,8089,140,16,6,0,1,5,170,1,Views
5477,8101,748,194,152,1,2,8,0,0,Views
5485,8109,103,58,2,0,2,10,0,1,Views
5488,8112,443,60,10,0,2,3,0,1,Views
5490,8114,311,70,26,3,1,6,1306,0,Views
5493,8118,151,11,1,0,2,22,0,4,Views
5495,8120,1726,260,75,0,2,8,0,1,Views
5497,8123,145,11,2,0,2,4,0,0,Views
5501,8127,151,11,0,0,1,0,347,4,Views
5511,8137,1047,176,25,2,1,7,5439,7,Views
5514,8141,3008,330,350,24,2,4,0,2,Views
5517,8144,151,10,1,0,2,1,0,0,Views
5530,8165,995,81,66,4,2,7,0,0,Views
5536,8171,41,10,0,0,5,0,0,0,Views
5540,8177,144,9,0,0,2,5,0,2,Views
5542,8180,107,8,7,0,1,3,1607,1,Views
5555,8196,401,76,189,0,1,13,1189,2,Views
5558,8200,1084,137,11,0,2,3,0,0,Views
5561,8205,210,79,8,3,2,3,0,1,Views
5563,8207,1406,105,64,0,2,3,0,0,Views
5565,8209,70,11,1,0,2,3,0,0,Views
5567,8212,63,23,0,0,2,6,0,1,Views
5577,8226,614,25,6,0,2,38,0,4,Views
5591,8242,583,78,35,1,1,17,3226,2,Views
5595,8248,103,9,1,0,2,1,0,2,Views
5598,8251,203,11,7,0,1,8,1213,4,Views
5605,8259,145,8,9,0,2,8,0,4,Views
5609,8264,116,17,0,0,2,2,0,2,Views
5611,8266,63,15,0,0,1,3,864,2,Views
5628,8286,131,28,24,0,1,4,82,2,Views
5629,8287,198,14,8,0,2,1,0,0,Views
5630,8289,414,54,62,0,2,5,0,0,Views
5633,8293,244,26,6,0,2,3,0,0,Views
5636,8297,113,9,39,0,1,5,785,3,Views
5642,8303,1,8,0,0,1,20,7984,4,Views
5651,8315,48,18,3,0,2,8,0,4,Views
5656,8320,599,61,20,0,2,9,0,3,Views
5668,8333,225,13,4,0,2,5,0,5,Views
5671,8336,308,35,6,0,2,3,0,0,Views
5680,8347,40,11,8,0,1,17,2193,16,Views
5695,8373,2182,378,79,8,1,7,1303,3,Views
5707,8388,145,19,5,0,2,5,0,0,Views
5713,8394,123,15,14,0,2,0,0,1,Views
5716,8397,110,12,2,0,2,1,0,0,Views
5719,8401,477,17,267,0,1,8,672,9,Views
5720,8402,5564,1250,270,44,2,2,0,0,Views
5728,8413,4193,462,2319,22,2,4,0,0,Views
5731,8417,35,21,7,0,2,11,0,2,Views
5734,8421,116,8,0,0,2,2,0,2,Views
5740,8428,67,13,0,0,1,6,1948,0,Views
5745,8433,213,21,14,1,1,4,554,0,Views
5750,8438,120,12,1,0,2,0,0,3,Views
5752,8440,250,19,19,0,2,2,0,1,Views
5758,8446,31,10,0,0,1,3,288,9,Views
5759,8447,345,31,17,0,1,3,755,6,Views
5762,8451,3111,270,121,5,2,3,0,0,Views
5767,8457,136,12,0,0,2,0,0,13,Views
5772,8462,267,15,49,0,1,9,415,6,Views
5774,8464,166,11,40,0,2,0,0,7,Views
5777,8467,101,11,5,0,2,0,0,3,Views
5779,8469,110,16,6,0,2,1,0,3,Views
5792,8485,391,34,7,0,1,14,2187,3,Views
5796,8489,372,27,41,0,2,3,0,1,Views
5804,8500,1,10,0,0,2,2,0,0,Views
5807,8503,65,12,5,0,2,1,0,2,Views
5811,8507,5115,719,733,25,2,3,0,1,Views
5813,8509,123,8,2,0,2,9,0,0,Views
5817,8515,204,31,21,0,1,5,898,0,Views
5819,8517,141,9,15,0,2,5,0,1,Views
5826,8526,51,9,3,0,1,4,247,0,Views
5827,8528,185,34,6,0,1,4,1223,5,Views
5836,8539,918,89,49,1,2,6,0,2,Views
5846,8553,118,10,15,0,2,8,0,4,Views
5854,8569,21,8,0,0,1,2,212,0,Views
5862,8580,1130,131,475,3,2,2,0,4,Views
5869,8590,273,25,18,0,1,10,6014,0,Views
5879,8605,2526,462,497,15,1,7,8720,0,Views
5882,8608,41,13,0,0,1,2,325,0,Views
5888,8616,46,9,5,0,2,5,0,0,Views
5894,8622,139,15,11,1,2,4,0,0,Views
5898,8627,164,32,4,0,2,4,0,2,Views
5903,8632,116,8,6,0,1,1,167,0,Views
5906,8637,111,14,1,0,2,7,0,3,Views
5921,8653,112,11,5,0,1,4,60,0,Views
5924,8657,163,15,24,0,1,0,73,2,Views
5928,8662,340,67,17,0,1,10,1227,9,Views
5933,8669,16,9,0,0,1,2,87,3,Views
5934,8670,16,11,0,0,2,0,0,1,Views
5940,8676,789,115,11,0,2,2,0,0,Views
5955,8694,356,38,17,1,2,6,0,1,Views
5962,8702,21,10,0,0,1,4,439,4,Views
5967,8709,133,10,2,0,2,0,0,0,Views
5970,8716,6,8,0,0,1,3,213,0,Views
5971,8717,133,14,2,0,1,2,312,7,Views
5977,8724,893,64,50,4,1,2,104,0,Views
5984,8733,84,10,2,0,1,2,719,0,Views
5993,8744,192,13,1,0,1,6,1652,7,Views
5998,8750,109,30,0,0,1,3,2056,0,Views
6002,8754,133,28,1,0,1,16,1590,1,Views
6008,8762,548,42,14,0,2,2,0,0,Views
6009,8763,519,44,33,0,2,1,0,8,Views
6020,8775,101,18,1,0,2,3,0,2,Views
6023,8781,59,20,3,0,2,1,0,0,Views
6025,8783,565,279,22,0,1,2,564,2,Views
6030,8790,158,9,7,0,2,7,0,0,Views
6033,8793,31,11,0,0,2,1,0,2,Views
